1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.007017543859649122
20,0.0
21,0.01904761904761905
22,0.012121212121212121
23,0.011594202898550725
24,0.005555555555555556
25,0.010666666666666666
26,0.005128205128205128
27,0.0049382716049382715
28,0.004761904761904762
29,0.004597701149425287
30,0.008888888888888889
31,0.017204301075268817
32,0.03333333333333333
33,0.024242424242424242
34,0.047058823529411764
35,0.0419047619047619
36,0.05555555555555555
37,0.043243243243243246
38,0.06315789473684211
39,0.05128205128205128
40,0.05666666666666667
41,0.04878048780487805
42,0.050793650793650794
43,0.062015503875969
44,0.0696969696969697
45,0.06222222222222223
46,0.0927536231884058
47,0.08794326241134752
48,0.09166666666666666
49,0.08979591836734693
50,0.09866666666666667
51,0.10980392156862745
52,0.0923076923076923
53,0.09308176100628932
54,0.09382716049382717
55,0.08242424242424243
56,0.10238095238095238
57,0.12163742690058478
58,0.09885057471264369
59,0.11751412429378533
60,0.10222222222222223
61,0.10710382513661203
62,0.07741935483870968
63,0.09312169312169313
64,0.06666666666666667
65,0.09025641025641025
66,0.08282828282828282
67,0.08159203980099503
68,0.08235294117647059
69,0.06956521739130435
70,0.060952380952380945
71,0.05258215962441314
72,0.05185185185185185
73,0.04200913242009132
74,0.05405405405405406
75,0.044444444444444446
76,0.05614035087719298
77,0.05714285714285715
78,0.05299145299145299
79,0.04556962025316456
80,0.04166666666666667
81,0.046090534979423864
82,0.03414634146341463
83,0.024096385542168672
84,0.014285714285714287
85,0.014117647058823528
86,0.013953488372093023
87,0.012260536398467432
88,0.012121212121212121
89,0.0149812734082397
90,0.013333333333333334
91,0.011721611721611722
92,0.013043478260869565
93,0.012903225806451613
94,0.01276595744680851
95,0.2442105263157895
96,0.2472222222222222
97,0.4865979381443299
98,0.7061224489795919
99,0.9575757575757576
100,1.1986666666666665
101,1.415181518151815
102,1.6666666666666667
103,1.9093851132686084
104,1.9730769230769232
105,2.5244444444444443
106,2.289308176100629
107,2.480996884735202
108,2.571604938271605
109,2.632415902140673
110,2.695757575757576
111,3.0246246246246247
112,2.9964285714285714
113,3.3498525073746315
114,3.5625730994152045
115,3.4608695652173913
116,3.7839080459770114
117,4.02051282051282
118,4.324293785310735
119,4.249859943977591
120,4.325555555555556
121,4.530027548209366
122,4.591256830601092
123,4.889972899728997
124,5.059139784946236
125,5.460266666666667
126,5.816931216931217
127,5.9433070866141735
128,5.984375
129,5.998966408268734
130,6.0369230769230775
131,6.0580152671755725
132,6.1010101010101
133,6.162406015037594
134,6.1940298507462686
135,6.266666666666667
136,6.391176470588235
137,6.509975669099758
138,6.623188405797101
139,6.855635491606716
140,6.977142857142857
141,7.008983451536643
142,7.150234741784038
143,7.392074592074592
144,7.659259259259259
145,7.809655172413793
146,7.931506849315069
147,8.048072562358277
